,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
127,Adult,No,Travel_Rarely,Low,Sales,Medium,1,Other,3,Male,Very High,3,2.0,Sales Executive,1,Married,Medium,1,Yes,18.0,3.0,4.0,0,Low,3,3,Medium,3,0.0,3.0
128,Adult,No,Travel_Rarely,Low,Sales,High,4,Life Sciences,4,Female,Very High,2,2.0,Sales Executive,4,Divorced,Very High,2,Yes,14.0,3.0,3.0,3,Medium,5,3,Low,0,0.0,0.0
129,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,1,Medical,4,Male,High,2,1.0,Research Scientist,4,Married,Very High,1,No,11.0,3.0,3.0,2,Low,2,3,Low,2,2.0,1.0
130,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,2,Life Sciences,1,Male,High,3,1.0,Research Scientist,3,Divorced,Low,1,No,11.0,3.0,2.0,3,Low,2,3,Medium,3,0.0,3.0
131,Young Adult,No,Travel_Rarely,Medium,Sales,Very High,3,Marketing,3,Male,Low,4,1.0,Sales Representative,4,Single,Low,1,No,17.0,3.0,4.0,0,Low,2,3,Low,1,2.0,2.0
132,Elderly,No,Travel_Rarely,Very High,Research & Development,Low,4,Technical Degree,1,Female,Medium,3,3.0,Research Director,3,Married,Very High,9,No,12.0,3.0,1.0,1,Very High,5,1,Medium,3,0.0,3.0
133,Adult,No,Travel_Rarely,High,Sales,Medium,4,Marketing,4,Female,High,3,2.0,Sales Executive,1,Divorced,Medium,7,No,14.0,3.0,2.0,2,Medium,3,3,Low,2,0.0,2.0
134,Adult,No,Travel_Rarely,High,Research & Development,Low,4,Life Sciences,1,Female,Medium,3,2.0,Manufacturing Director,4,Married,Low,0,No,18.0,3.0,2.0,1,Low,2,3,Low,2,2.0,2.0
135,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Technical Degree,4,Male,High,2,3.0,Manufacturing Director,2,Married,Medium,3,No,16.0,3.0,1.0,0,Very High,2,3,Very High,10,4.0,8.0
136,Elderly,Yes,Travel_Rarely,Very High,Sales,Very High,4,Life Sciences,1,Male,High,3,3.0,Sales Executive,1,Single,Low,6,Yes,13.0,3.0,2.0,0,High,2,2,Low,2,2.0,2.0
137,Adult,No,Travel_Rarely,Low,Research & Development,Very High,4,Medical,4,Male,High,1,1.0,Laboratory Technician,3,Married,Low,1,No,15.0,3.0,3.0,3,Low,3,4,Low,2,0.0,2.0
138,Adult,Yes,Travel_Rarely,Very High,Research & Development,Medium,4,Technical Degree,3,Male,Medium,3,1.0,Laboratory Technician,3,Single,Medium,1,Yes,13.0,3.0,3.0,0,Low,3,2,Low,2,2.0,2.0
139,Adult,Yes,Travel_Frequently,Low,Research & Development,Medium,3,Medical,2,Female,Medium,3,1.0,Laboratory Technician,2,Single,Very High,0,No,17.0,3.0,1.0,0,Low,3,3,Low,2,1.0,2.0
140,Elderly,No,Travel_Rarely,Medium,Research & Development,Very High,4,Life Sciences,4,Male,Low,3,2.0,Research Scientist,1,Divorced,Medium,6,Yes,17.0,3.0,3.0,1,Medium,3,2,Medium,3,1.0,2.0
141,Senior Citizen,No,Travel_Rarely,Medium,Sales,High,4,Medical,4,Male,Low,3,4.0,Sales Executive,3,Single,Very High,0,No,13.0,3.0,3.0,0,Very High,1,2,Very High,10,1.0,8.0
142,Adult,No,Travel_Rarely,High,Research & Development,High,3,Life Sciences,4,Male,Very High,3,3.0,Healthcare Representative,4,Divorced,Low,0,No,11.0,3.0,4.0,1,Medium,0,2,High,7,1.0,6.0
143,Adult,No,Travel_Frequently,Medium,Sales,Medium,4,Medical,1,Male,Medium,2,3.0,Sales Executive,4,Married,Low,4,No,11.0,3.0,1.0,1,Very High,2,3,Very High,9,1.0,12.0
144,Senior Citizen,No,Travel_Rarely,High,Human Resources,Medium,2,Medical,2,Male,Medium,3,1.0,Human Resources,3,Married,Very High,8,No,17.0,3.0,4.0,0,Medium,2,2,Low,2,2.0,2.0
145,Adult,No,Non-Travel,High,Research & Development,Very High,1,Technical Degree,1,Female,Very High,2,1.0,Research Scientist,3,Divorced,High,1,No,20.0,4.0,3.0,3,Low,2,3,Medium,4,0.0,0.0
146,Adult,No,Travel_Rarely,High,Sales,Low,3,Technical Degree,4,Male,High,2,3.0,Sales Executive,3,Married,Medium,1,Yes,14.0,3.0,4.0,0,Medium,3,3,Very High,9,8.0,6.0
147,Elderly,No,Travel_Rarely,High,Research & Development,Very High,5,Life Sciences,4,Female,Medium,2,3.0,Research Director,1,Divorced,Very High,5,No,15.0,3.0,3.0,3,Very High,3,3,Very High,11,1.0,11.0
148,Elderly,No,Travel_Rarely,High,Sales,High,3,Marketing,4,Male,High,3,3.0,Sales Executive,1,Divorced,High,4,Yes,12.0,3.0,3.0,1,Very High,2,3,Medium,4,0.0,2.0
149,Adult,No,Travel_Rarely,Very High,Research & Development,Low,1,Life Sciences,1,Male,High,2,1.0,Research Scientist,2,Married,High,0,No,17.0,3.0,1.0,0,Low,2,1,Medium,3,0.0,4.0
150,Adult,No,Non-Travel,Very High,Research & Development,Low,2,Medical,2,Male,Very High,3,2.0,Manufacturing Director,4,Divorced,Very High,2,No,14.0,3.0,3.0,1,High,6,3,High,7,1.0,7.0
151,Adult,No,Travel_Frequently,High,Research & Development,Low,2,Life Sciences,4,Male,Very High,3,2.0,Manufacturing Director,3,Single,High,2,No,11.0,3.0,4.0,0,Low,3,2,Low,2,0.0,2.0
152,Adult,No,Non-Travel,Low,Research & Development,Medium,3,Medical,4,Male,Medium,3,1.0,Research Scientist,4,Married,High,1,No,11.0,3.0,3.0,3,Low,6,2,Low,0,0.0,0.0
153,Adult,No,Non-Travel,High,Research & Development,High,2,Life Sciences,4,Male,High,3,2.0,Healthcare Representative,4,Divorced,Medium,3,Yes,18.0,3.0,3.0,0,Medium,2,3,Low,2,2.0,2.0
154,Adult,No,Travel_Rarely,High,Research & Development,Medium,2,Life Sciences,3,Female,Low,3,3.0,Research Director,4,Single,High,3,No,15.0,3.0,4.0,0,Medium,6,3,High,7,7.0,7.0
155,Adult,No,Travel_Rarely,Very High,Sales,Very High,4,Life Sciences,1,Male,Low,2,2.0,Sales Executive,4,Married,Low,3,Yes,12.0,3.0,4.0,2,Medium,2,4,Medium,4,1.0,4.0
156,Adult,No,Non-Travel,High,Sales,Low,1,Life Sciences,3,Female,High,3,1.0,Sales Representative,1,Divorced,High,1,No,12.0,3.0,3.0,3,Low,3,3,Low,0,0.0,0.0
157,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,3,Other,3,Male,Very High,3,2.0,Manufacturing Director,1,Married,Medium,0,No,15.0,3.0,3.0,1,Medium,1,2,High,2,0.0,2.0
158,Senior Citizen,Yes,Travel_Rarely,High,Research & Development,Very High,2,Life Sciences,1,Male,Very High,3,1.0,Laboratory Technician,4,Single,Medium,1,No,16.0,3.0,4.0,0,Low,3,3,Medium,2,1.0,0.0
159,Adult,Yes,Travel_Frequently,Medium,Sales,Very High,3,Technical Degree,3,Male,Low,4,1.0,Sales Representative,1,Single,Medium,1,No,17.0,3.0,4.0,0,Low,3,3,Low,0,0.0,0.0
160,Adult,No,Travel_Rarely,High,Sales,High,4,Marketing,2,Female,Medium,3,2.0,Sales Executive,2,Married,Low,1,No,18.0,3.0,1.0,1,Medium,3,3,High,7,0.0,7.0
161,Adult,No,Travel_Frequently,Low,Research & Development,Very High,3,Life Sciences,4,Male,Low,2,3.0,Manufacturing Director,3,Single,Medium,0,No,21.0,4.0,2.0,0,Medium,2,3,High,7,1.0,8.0
162,Adult,Yes,Travel_Rarely,Medium,Research & Development,Medium,3,Medical,1,Male,Very High,3,1.0,Laboratory Technician,1,Married,Medium,5,No,13.0,3.0,3.0,1,Low,5,3,Low,2,0.0,2.0
163,Adult,No,Travel_Rarely,Low,Sales,Very High,3,Marketing,3,Male,High,3,2.0,Sales Executive,1,Married,Very High,1,No,14.0,3.0,2.0,1,Medium,3,2,High,7,7.0,5.0
164,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Life Sciences,4,Male,Low,2,2.0,Manufacturing Director,2,Single,Very High,1,No,13.0,3.0,4.0,0,Low,2,3,Medium,3,0.0,2.0
165,Elderly,No,Travel_Rarely,Medium,Human Resources,Medium,3,Life Sciences,3,Male,Very High,3,4.0,Manager,2,Divorced,High,1,Yes,11.0,3.0,2.0,1,Very High,2,3,Very High,9,0.0,10.0
166,Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Life Sciences,3,Female,High,3,1.0,Laboratory Technician,4,Married,High,1,Yes,13.0,3.0,3.0,1,Low,2,3,Low,2,0.0,2.0
167,Adult,No,Travel_Rarely,Low,Research & Development,Low,3,Life Sciences,3,Female,Very High,3,3.0,Manufacturing Director,3,Single,High,4,Yes,14.0,3.0,4.0,0,Medium,4,4,Low,0,0.0,0.0
168,Elderly,No,Non-Travel,Medium,Research & Development,Low,4,Other,1,Female,High,2,2.0,Healthcare Representative,3,Single,Low,2,Yes,17.0,3.0,1.0,0,Medium,3,3,High,7,0.0,7.0
169,Young Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Medical,2,Female,Medium,3,1.0,Laboratory Technician,4,Single,Very High,1,No,15.0,3.0,3.0,0,Low,5,3,Low,0,0.0,0.0
170,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,5,Medical,2,Male,Very High,4,1.0,Research Scientist,3,Married,Low,2,Yes,12.0,3.0,1.0,0,Medium,5,2,Medium,2,0.0,3.0
171,Elderly,No,Travel_Rarely,High,Research & Development,High,4,Life Sciences,1,Male,High,4,1.0,Laboratory Technician,4,Married,Low,2,Yes,24.0,4.0,3.0,1,Medium,2,2,Low,2,0.0,2.0
172,Adult,No,Travel_Rarely,High,Research & Development,Medium,2,Life Sciences,4,Male,High,4,2.0,Healthcare Representative,1,Divorced,Very High,6,No,20.0,4.0,1.0,1,High,3,3,Medium,4,0.0,4.0
173,Adult,No,Travel_Rarely,Very High,Research & Development,High,2,Life Sciences,3,Female,High,3,1.0,Laboratory Technician,4,Single,Low,1,No,12.0,3.0,3.0,0,Low,3,3,Low,2,2.0,1.0
174,Adult,Yes,Travel_Rarely,Very High,Sales,High,5,Marketing,2,Male,Very High,2,2.0,Sales Executive,1,Divorced,Medium,5,Yes,13.0,3.0,2.0,3,Very High,3,3,Low,2,2.0,2.0
175,Adult,Yes,Travel_Rarely,Very High,Research & Development,Very High,4,Medical,1,Male,Low,3,1.0,Laboratory Technician,2,Divorced,Medium,2,Yes,13.0,3.0,4.0,1,Low,2,3,Low,2,0.0,2.0
176,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,2,Other,3,Male,High,3,1.0,Laboratory Technician,4,Divorced,Medium,1,No,12.0,3.0,3.0,1,Low,3,3,Low,0,0.0,0.0
177,Adult,No,Travel_Rarely,Low,Sales,Very High,4,Marketing,2,Male,High,3,4.0,Sales Executive,1,Single,Very High,0,No,12.0,3.0,1.0,0,Very High,3,3,Very High,8,11.0,10.0
178,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,4,Medical,4,Female,High,2,1.0,Research Scientist,1,Single,Medium,1,No,14.0,3.0,2.0,0,Low,3,1,Medium,4,0.0,4.0
179,Elderly,No,Travel_Rarely,Low,Research & Development,Very High,4,Other,4,Male,Low,3,2.0,Research Scientist,4,Single,Low,1,No,25.0,4.0,2.0,0,Very High,3,3,Very High,11,13.0,17.0
180,Adult,No,Travel_Rarely,Low,Research & Development,High,4,Life Sciences,3,Male,Low,2,1.0,Research Scientist,2,Single,Low,0,Yes,16.0,3.0,4.0,0,Low,5,3,Low,2,2.0,2.0
181,Elderly,No,Travel_Rarely,Low,Research & Development,Low,2,Other,3,Female,Low,3,4.0,Manager,4,Married,Medium,1,Yes,11.0,3.0,3.0,1,Very High,3,2,Very High,14,3.0,0.0
182,Elderly,No,Travel_Rarely,Very High,Human Resources,Very High,4,Life Sciences,4,Female,Very High,3,5.0,Manager,3,Married,Low,3,No,11.0,3.0,3.0,1,Very High,2,3,Medium,2,1.0,0.0
183,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,2,Life Sciences,4,Female,Low,3,4.0,Manager,4,Married,Medium,2,No,13.0,3.0,4.0,0,Very High,2,1,Medium,2,1.0,4.0
184,Elderly,No,Travel_Rarely,Very High,Sales,Low,4,Life Sciences,4,Female,High,2,1.0,Sales Representative,4,Single,Medium,1,Yes,18.0,3.0,1.0,0,Low,3,2,Low,2,1.0,2.0
185,Young Adult,Yes,Travel_Rarely,Low,Research & Development,Low,3,Life Sciences,2,Male,Medium,2,1.0,Laboratory Technician,4,Single,Medium,1,No,22.0,4.0,3.0,0,Low,3,2,Low,0,1.0,0.0
186,Elderly,No,Travel_Rarely,Low,Human Resources,Medium,3,Life Sciences,3,Female,Medium,1,3.0,Human Resources,3,Married,Low,4,No,21.0,4.0,3.0,2,Medium,2,4,Medium,0,0.0,3.0
187,Elderly,No,Travel_Rarely,Very High,Research & Development,Medium,4,Technical Degree,1,Male,Very High,3,2.0,Healthcare Representative,3,Married,Very High,2,No,14.0,3.0,2.0,1,Very High,0,2,Low,2,1.0,2.0
188,Adult,No,Travel_Rarely,High,Research & Development,Low,1,Medical,4,Female,Very High,2,1.0,Research Scientist,4,Single,Very High,0,Yes,20.0,4.0,4.0,0,Low,2,2,Medium,2,2.0,3.0
189,Adult,No,Travel_Rarely,Low,Human Resources,Medium,1,Medical,4,Male,Very High,2,1.0,Human Resources,2,Married,High,1,No,11.0,3.0,4.0,0,Low,3,3,Low,0,0.0,0.0
190,Elderly,No,Travel_Rarely,Low,Human Resources,Low,3,Human Resources,4,Male,Medium,2,5.0,Manager,3,Married,High,1,No,12.0,3.0,2.0,1,Very High,3,3,Very High,7,2.0,10.0
191,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,3,Life Sciences,3,Male,Very High,3,2.0,Healthcare Representative,4,Divorced,Low,1,Yes,11.0,3.0,2.0,2,Low,2,3,High,0,1.0,0.0
192,Adult,No,Travel_Frequently,High,Research & Development,Very High,2,Medical,3,Female,Very High,2,2.0,Research Scientist,4,Married,Very High,3,Yes,13.0,3.0,4.0,1,Very High,3,1,Low,1,0.0,0.0
193,Elderly,No,Travel_Rarely,Medium,Research & Development,High,4,Life Sciences,3,Female,Low,3,2.0,Laboratory Technician,3,Single,Very High,7,No,11.0,3.0,3.0,0,Very High,3,3,Low,0,0.0,0.0
194,Adult,No,Travel_Rarely,Low,Research & Development,High,1,Medical,3,Female,Very High,3,1.0,Research Scientist,4,Married,Low,8,Yes,23.0,4.0,3.0,1,Medium,0,3,Medium,2,0.0,2.0
195,Adult,No,Travel_Rarely,Low,Sales,Very High,4,Marketing,4,Male,High,2,2.0,Sales Executive,3,Divorced,Very High,4,No,19.0,3.0,4.0,2,Medium,2,3,Low,0,0.0,0.0
196,Elderly,No,Travel_Rarely,Medium,Research & Development,Medium,1,Life Sciences,3,Female,Low,2,4.0,Healthcare Representative,3,Married,Medium,2,Yes,19.0,3.0,2.0,1,Very High,3,3,Very High,11,2.0,12.0
197,Adult,No,Non-Travel,Very High,Sales,Low,2,Life Sciences,4,Male,Low,2,2.0,Sales Executive,4,Married,High,3,No,18.0,3.0,4.0,1,High,0,3,High,7,7.0,5.0
198,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,3,Life Sciences,2,Female,High,4,3.0,Manager,2,Divorced,High,7,No,18.0,3.0,2.0,1,Medium,6,2,High,7,6.0,2.0
199,Senior Citizen,No,Travel_Rarely,Very High,Sales,Very High,4,Marketing,1,Male,Very High,3,2.0,Sales Executive,1,Single,Medium,8,No,14.0,3.0,4.0,0,Medium,1,3,Low,2,2.0,2.0
200,Adult,Yes,Travel_Rarely,Low,Sales,Very High,1,Life Sciences,4,Female,Low,2,3.0,Sales Executive,1,Married,Medium,1,No,13.0,3.0,1.0,1,High,3,1,Very High,8,3.0,10.0
201,Adult,No,Travel_Rarely,High,Research & Development,Medium,2,Life Sciences,4,Female,High,2,2.0,Research Scientist,2,Married,High,3,No,12.0,3.0,1.0,1,High,2,3,High,1,2.0,5.0
202,Adult,No,Travel_Rarely,Low,Research & Development,Low,3,Life Sciences,1,Male,Very High,3,2.0,Healthcare Representative,1,Married,Low,0,No,12.0,3.0,1.0,1,Low,5,2,Medium,3,0.0,2.0
203,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,4,Life Sciences,4,Male,Medium,3,2.0,Manufacturing Director,3,Married,Low,2,No,16.0,3.0,2.0,1,Very High,3,3,High,7,0.0,7.0
204,Elderly,No,Travel_Rarely,Low,Research & Development,High,4,Other,3,Female,Medium,3,1.0,Laboratory Technician,1,Married,High,9,No,13.0,3.0,3.0,0,High,2,1,Medium,4,0.0,4.0
205,Adult,No,Travel_Frequently,Very High,Sales,High,2,Technical Degree,2,Female,Very High,3,3.0,Sales Executive,4,Married,Very High,0,No,14.0,3.0,3.0,1,Medium,6,3,High,7,2.0,8.0
206,Adult,Yes,Travel_Frequently,Medium,Research & Development,Medium,3,Technical Degree,3,Male,Low,3,1.0,Research Scientist,4,Single,Low,9,Yes,23.0,4.0,3.0,0,Low,4,3,Low,0,0.0,0.0
207,Adult,No,Travel_Rarely,High,Research & Development,Low,3,Medical,4,Male,High,2,1.0,Laboratory Technician,1,Single,Very High,1,No,19.0,3.0,2.0,0,Low,3,3,Low,0,1.0,2.0
208,Elderly,No,Travel_Frequently,High,Research & Development,High,3,Life Sciences,4,Male,Very High,2,4.0,Manager,1,Divorced,Medium,4,No,13.0,3.0,2.0,1,Very High,2,2,High,6,7.0,7.0
209,Adult,No,Travel_Rarely,Very High,Research & Development,High,2,Life Sciences,4,Male,High,4,1.0,Research Scientist,4,Single,High,3,No,17.0,3.0,1.0,0,Low,2,3,Low,0,0.0,0.0
210,Adult,Yes,Travel_Frequently,Low,Sales,High,3,Technical Degree,1,Female,Medium,3,2.0,Sales Executive,2,Single,High,5,No,11.0,3.0,1.0,0,Medium,4,1,Medium,3,0.0,0.0
211,Adult,No,Travel_Rarely,Low,Sales,Low,2,Medical,2,Male,High,2,3.0,Sales Executive,3,Married,Low,1,No,13.0,3.0,2.0,2,Medium,2,3,Very High,9,9.0,0.0
212,Elderly,No,Travel_Rarely,Very High,Sales,Low,3,Life Sciences,3,Male,High,3,3.0,Sales Executive,4,Divorced,Low,4,Yes,12.0,3.0,2.0,1,High,5,2,Very High,6,0.0,3.0
213,Adult,No,Travel_Frequently,Medium,Research & Development,Low,2,Medical,3,Female,Medium,3,2.0,Laboratory Technician,4,Single,Medium,1,No,23.0,4.0,4.0,0,High,2,3,Very High,8,3.0,7.0
214,Elderly,No,Travel_Frequently,High,Research & Development,Very High,3,Medical,2,Female,High,4,1.0,Research Scientist,3,Single,High,4,No,12.0,3.0,4.0,0,Very High,2,3,Low,2,1.0,2.0
215,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,3,Life Sciences,4,Male,Medium,3,1.0,Laboratory Technician,1,Single,High,3,No,14.0,3.0,2.0,0,High,2,3,Low,2,1.0,2.0
216,Elderly,No,Travel_Rarely,Medium,Research & Development,High,4,Other,4,Male,High,3,2.0,Research Scientist,4,Married,Medium,9,No,14.0,3.0,1.0,2,High,3,3,Very High,9,9.0,8.0
217,Adult,No,Travel_Frequently,Very High,Sales,Very High,2,Medical,3,Female,Medium,3,1.0,Sales Representative,4,Married,Very High,5,No,15.0,3.0,2.0,1,Medium,3,3,Medium,4,0.0,0.0
218,Adult,Yes,Travel_Frequently,Low,Sales,Medium,2,Marketing,4,Female,Low,1,1.0,Sales Representative,3,Divorced,Medium,0,No,16.0,3.0,4.0,1,Low,3,2,Low,2,1.0,0.0
219,Adult,No,Travel_Rarely,High,Research & Development,High,4,Life Sciences,4,Male,Very High,4,1.0,Research Scientist,1,Married,Low,6,No,19.0,3.0,2.0,1,High,1,3,Very High,8,7.0,6.0
220,Adult,Yes,Travel_Rarely,High,Research & Development,Low,4,Medical,1,Male,Very High,1,1.0,Research Scientist,4,Married,Very High,5,Yes,13.0,3.0,4.0,0,Low,4,2,Low,2,2.0,2.0
221,Adult,Yes,Travel_Rarely,Very High,Sales,High,4,Life Sciences,3,Male,Very High,2,1.0,Sales Representative,1,Single,Low,7,No,23.0,4.0,2.0,0,Medium,4,3,Medium,3,0.0,3.0
222,Adult,No,Non-Travel,Very High,Research & Development,Low,1,Technical Degree,4,Male,Low,3,2.0,Manufacturing Director,3,Married,Very High,1,No,13.0,3.0,1.0,1,Medium,1,3,Very High,7,0.0,9.0
223,Adult,No,Travel_Frequently,Very High,Research & Development,Medium,4,Other,3,Male,Low,3,1.0,Research Scientist,3,Married,Low,3,No,16.0,3.0,1.0,1,Medium,2,3,Low,2,2.0,2.0
224,Elderly,No,Travel_Rarely,Very High,Research & Development,Very High,2,Life Sciences,3,Male,Low,3,2.0,Research Scientist,1,Divorced,High,2,No,16.0,3.0,1.0,2,Very High,2,2,Low,0,0.0,0.0
225,Adult,Yes,Travel_Frequently,Medium,Sales,Low,3,Life Sciences,3,Female,Very High,2,1.0,Sales Representative,4,Single,Medium,7,No,14.0,3.0,3.0,0,Low,3,4,Low,0,0.0,0.0
226,Adult,No,Non-Travel,Very High,Sales,High,4,Technical Degree,1,Male,Very High,3,2.0,Sales Executive,4,Divorced,Very High,4,No,13.0,3.0,4.0,2,High,3,3,High,7,0.0,7.0
227,Adult,No,Travel_Rarely,Very High,Sales,High,4,Life Sciences,3,Female,Very High,3,1.0,Sales Representative,3,Married,High,1,Yes,19.0,3.0,4.0,1,Low,2,3,Low,1,0.0,0.0
228,Adult,No,Travel_Rarely,Very High,Research & Development,Very High,4,Medical,4,Male,High,2,1.0,Laboratory Technician,1,Married,Medium,1,No,12.0,3.0,3.0,3,Low,2,3,High,5,3.0,3.0
229,Adult,No,Travel_Rarely,High,Sales,Low,3,Marketing,4,Female,Very High,3,1.0,Sales Representative,4,Married,Medium,1,No,13.0,3.0,1.0,0,Low,3,3,Low,2,2.0,2.0
230,Adult,No,Travel_Rarely,Very High,Sales,Low,3,Life Sciences,1,Male,Medium,2,1.0,Sales Representative,1,Single,Medium,4,No,14.0,3.0,1.0,0,Very High,3,2,Low,0,0.0,0.0
231,Adult,No,Travel_Rarely,High,Research & Development,Very High,1,Life Sciences,2,Female,High,1,1.0,Research Scientist,4,Married,Very High,0,Yes,18.0,3.0,1.0,1,Low,2,2,Medium,4,1.0,3.0
232,Adult,No,Travel_Frequently,High,Sales,Very High,3,Medical,2,Female,Very High,3,2.0,Sales Executive,3,Married,Low,1,No,12.0,3.0,1.0,1,Medium,3,2,Very High,7,0.0,1.0
233,Adult,No,Travel_Rarely,Medium,Research & Development,Medium,2,Medical,2,Female,Low,3,2.0,Manufacturing Director,1,Married,Low,1,No,12.0,3.0,2.0,1,High,5,1,Very High,10,3.0,12.0
234,Young Adult,Yes,Travel_Frequently,Medium,Sales,High,3,Marketing,4,Male,Low,3,1.0,Sales Representative,1,Married,Very High,1,No,19.0,3.0,1.0,1,Low,3,2,Low,0,1.0,0.0
235,Adult,No,Travel_Rarely,High,Sales,Low,2,Life Sciences,1,Male,Medium,3,1.0,Sales Representative,3,Married,Low,0,No,19.0,3.0,3.0,1,Low,1,3,Low,2,1.0,2.0
236,Adult,No,Travel_Rarely,High,Research & Development,Medium,3,Medical,4,Female,Medium,2,2.0,Healthcare Representative,1,Single,Very High,8,No,19.0,3.0,1.0,0,Medium,2,1,High,6,0.0,7.0
237,Adult,No,Non-Travel,High,Research & Development,High,2,Medical,3,Female,High,3,2.0,Manufacturing Director,3,Single,Medium,7,Yes,18.0,3.0,3.0,0,Medium,3,3,High,4,1.0,7.0
238,Young Adult,Yes,Travel_Rarely,Very High,Research & Development,High,3,Life Sciences,3,Female,Low,2,1.0,Laboratory Technician,1,Single,High,1,No,13.0,3.0,1.0,0,Low,6,2,Low,0,1.0,0.0
239,Adult,No,Travel_Rarely,Very High,Research & Development,Low,1,Medical,2,Male,Low,2,1.0,Laboratory Technician,4,Single,Medium,0,No,13.0,3.0,4.0,0,Low,3,3,Medium,3,1.0,2.0
240,Adult,Yes,Travel_Rarely,Medium,Sales,Medium,1,Life Sciences,3,Male,Medium,2,3.0,Sales Executive,4,Married,Low,1,Yes,11.0,3.0,1.0,1,Very High,6,3,Very High,7,3.0,7.0
241,Adult,No,Travel_Rarely,High,Research & Development,Low,2,Medical,1,Male,Very High,3,2.0,Manufacturing Director,2,Married,High,1,No,15.0,3.0,3.0,0,Low,2,3,Medium,2,1.0,3.0
242,Young Adult,No,Travel_Rarely,Medium,Research & Development,Medium,1,Medical,3,Male,Very High,3,1.0,Research Scientist,4,Single,Very High,1,No,18.0,3.0,3.0,0,Low,2,3,Low,2,2.0,2.0
243,Adult,No,Travel_Rarely,Medium,Sales,Low,3,Marketing,2,Male,Very High,3,2.0,Sales Executive,3,Married,High,9,No,11.0,3.0,3.0,0,High,2,3,Very High,9,6.0,9.0
244,Elderly,No,Travel_Frequently,Low,Research & Development,Low,3,Life Sciences,4,Male,Low,3,3.0,Healthcare Representative,4,Married,High,2,Yes,14.0,3.0,3.0,1,Very High,3,1,Very High,8,13.0,9.0
245,Adult,No,Travel_Rarely,Medium,Research & Development,Very High,3,Medical,2,Female,High,3,2.0,Healthcare Representative,3,Married,Very High,4,No,12.0,3.0,1.0,1,High,3,2,High,7,1.0,1.0
246,Young Adult,Yes,Travel_Rarely,Low,Research & Development,Medium,3,Life Sciences,3,Male,Medium,3,1.0,Laboratory Technician,3,Single,Very High,1,No,13.0,3.0,3.0,0,Low,2,3,Low,0,0.0,0.0
247,Elderly,No,Travel_Rarely,Very High,Research & Development,Very High,3,Medical,3,Female,Very High,3,2.0,Manufacturing Director,3,Divorced,Very High,2,No,14.0,3.0,3.0,1,Very High,5,2,Very High,7,0.0,8.0
248,Adult,No,Non-Travel,Very High,Research & Development,Medium,3,Medical,3,Male,High,2,1.0,Research Scientist,3,Divorced,Very High,1,Yes,15.0,3.0,4.0,1,Low,2,2,Low,1,0.0,1.0
249,Adult,No,Travel_Rarely,Very High,Research & Development,Medium,1,Life Sciences,3,Male,Medium,3,1.0,Research Scientist,3,Married,Low,7,Yes,15.0,3.0,4.0,0,Medium,2,3,High,4,1.0,3.0
250,Adult,Yes,Travel_Frequently,Medium,Sales,Low,4,Life Sciences,2,Female,Medium,1,1.0,Sales Representative,3,Single,High,1,No,12.0,3.0,2.0,0,Low,3,3,Low,0,0.0,0.0
251,Adult,No,Travel_Frequently,Very High,Sales,Low,1,Medical,2,Female,Low,3,3.0,Sales Executive,4,Married,Low,1,No,14.0,3.0,4.0,1,High,5,3,Very High,10,4.0,1.0
252,Adult,No,Travel_Rarely,Very High,Research & Development,Low,2,Medical,4,Male,Very High,3,1.0,Laboratory Technician,2,Divorced,High,1,No,11.0,3.0,2.0,1,Low,2,3,Medium,2,0.0,4.0
253,Young Adult,No,Travel_Rarely,Very High,Sales,Very High,1,Technical Degree,3,Male,Medium,3,1.0,Sales Representative,3,Single,Very High,1,No,11.0,3.0,3.0,0,Low,2,3,Low,2,1.0,2.0
